brand,reviews.rating,reviews.text,reviews.title,reviews.username,wine_type,reviews.dateAdded
Jim Beam,5.0,Drank it for years and always smooth and tasty. Now it is running off the shelves at our liquor store.,Priced right and great quality,Jojo likes Jim,red,2017-09-20
Jim Beam,5.0,I keep Jim Beam on hand every day of the week.,Best bourbon on earth.,Rddymk,red,2017-09-20
Jim Beam,5.0,"I typically have this neat or with an ice cube. Its light amber appearance, sweet, woody, mossy nose, and its mild moss, white oak, mellow wintergreen mint, and dried, faintly-candied fruit flavor draws the drinker into an exploration of pin-point distilling execution. Jim Beam Original has a gradual finish, with a ghost of chocolate powder, during the fade out. Highly recommended. RJT",A Bourbon Legend,Ronald J. T.,red,2017-09-20
Jim Beam,5.0,It's does have a great toaste to it the only drink I'll drink.,I would buy this drink over and over.,Jim,red,2017-09-20
Jim Beam,5.0,I had a neat 2 finger glass two weeks ago of JB Black label for the first time (I've always drank Jack Daniels) and I loved it! No more Jack for me!,Smooth,GODSMACKER,red,2017-09-20
Jim Beam,5.0,Best tasteing and defenetly the smoothest around I love it!,smoothy,Buffalo,red,2017-09-20
Jim Beam,5.0,I always keep a bottle of Jim Bean in my liquor cabinet. Value for price is incredible and it mixes great.,Always in my liquor cabinet,Tommy,red,2017-09-20
Jim Beam,4.0,to make manhattens,Very Reasonally Priced,Eric,red,2017-09-02
Jim Beam,5.0,Best bourbon I have found...have toured distillery and love the brand..,One Fine Bourbon,Red,red,2017-07-25
Josh Cellars,4.0,Very good Cabernet Sauvignon for the money. More in line with wines typically in the 20 range.,Great value,Bigpoidog,red,2017-09-20
Josh Cellars,5.0,This has become our goto wine!! Not terribly expensive - just terribly GOOD!,Goto,scubajack,red,2017-09-20
Heineken,5.0,I like a good price-quality deal for Heineken Lager. My fav easy-going beer. I prefer bottled on and I like to drink it from glasses.,Good Deal,Tania,red,2018-01-10
Heineken,5.0,It was very fresh and cheaper than anywhere in the area.,Fresh and cheap,JT,red,2017-09-20
Heineken,5.0,"I bought this, best price and great convenience to order online, pick up in store. Great job! Super easy",Great beer!,Count,red,2017-09-20
Heineken,5.0,Made our party special. Everyone was pleased with our choice of drinks.,a crowd pleaer,Molly,red,2017-09-20
Effen,5.0,TASTE DRINK,Black Cherry Tasty,Bc,red,2018-01-10
Effen,5.0,This is by far the best flavored vodka on the market. I drink it with soda water the flavor is crisp. Not sweet or thick at all.,.tastiest Of Tasties.,Nicole The Flavored Vodka Connoisseur,red,2017-11-20
Effen,1.0,It's really smooth but the taste isn't so good. More on the cough syrup side than black cherry and vanilla. It was a waste of money. The green apple and blood orange are the best ones .,I wouldn't buy it again,Nae smiles,red,2017-09-20
Effen,1.0,It's really smooth but the taste isn't so good. More on the cough syrup side than black cherry and vanilla. It was a waste of money. The green apple and blood orange are the best ones .,I Wouldn't Buy It Again,Nae Smiles,red,2017-09-02
Sauza,5.0,I use with blue agave light golden syrup an one lime over ice with gold sauza tequila perfect drink!!!,I Like The Smooth Taste Good Finish,Big Mike,red,2018-01-10
Sauza,5.0,I use with blue agave light golden syrup an one lime over ice with gold sauza tequila perfect drink!!!,I like the smooth taste good finish,Big mike,red,2017-09-20
Gallo,4.0,"Starborough was a surprise as an alternate to Fume Blanc or Grigio wines. This is a soft and above average tasty white wine. Citrus Aroma, gracious acidity, layered texture is enough to satisfy Chardonnay as an alternate crisp finish and a nice experience.","Nice, Fresh, Tasty With Character",Gtrader,white,2018-01-10
Jim Beam,5.0,"No matter how many different whiskey's there is, not a one, so far, has been able to resist my taste for the LOVE 0f JIM BEAM!!",The Best Tasting Burbon Ive Come To Love The Most!!,Pooky,red,2018-01-10
Jim Beam,5.0,"your product is the smoothest going down, and make great gifts","Yes, Yes",Juju,red,2018-01-03
Jim Beam,5.0,I use Jim Beam to make alot of different kinds of marinades and sauces. I make a honey bourbon marinade for smoking jerky that tastes amazing. Everyone says it's the best jerky they've ever had. Thanks for making the best bourbon on the market Jim Beam!,"I Love All Jim Beam Products, Really Enjoy The Smoothness.",Devil Smoked,red,2017-11-30
Jim Beam,5.0,Wife and I enjoy it mixed with a Coke or a Monster Black Cherry. Excellent.,Smooth,Mike,red,2017-11-20
Jim Beam,5.0,This is my favorite bourbon. I even love its aroma. It has that nice vanilla scent going on. I never get tired of Jim Beam Black.,I Love This Stuff,Simp,red,2017-09-23
Jim Beam,5.0,"I'm a single malt Scotch guy. I generally have two fingers neat with a quality cigar about once a week. On a stressful day, I'll have a couple of beers or so after work before the family gets home. The trouble is the beer gut that comes with that trend. I was looking for something similar to my favorite Scotch, which is a little out of my budget to drink daily. Jim Beam Black is an awesome substitute with the rich white oak aroma and flavor. It isn't near as smooth as my favorite Scotch, but the flavor is on point. Thank you Jim Beam for putting this great whiskey out there at an affordable price. You've got a customer for life!",Magnificent oak flavor!,Scotchman,red,2017-09-20
Jim Beam,5.0,Exceptionally good flavor!,My favorite bourbon!,Mato Davis,red,2017-09-20
Jim Beam,5.0,No matter where I go after years of various bourbon tastings....Jim Beam Black is head and shoulders above the rest no matter what the price tag!,Top Choice Every Time!,Buckpasser,red,2017-09-20
Jim Beam,5.0,I'm personally a wild turkey drinker. But cudos to Jim beam for producing such a classy commercial. Got the right girl to be their spokesperson. Good job. Very classy.,Good Job,Coinrat,red,2017-09-20
Jim Beam,5.0,Seriously You ask what's great about it What isn't great about it,"When you want to experience perfection, look no further!",Bull Elk,red,2017-09-20
Jim Beam,5.0,No explanation necessary.,What bourbon should be.,Hugh,red,2017-09-20
Jim Beam,5.0,I first started drinking Jim Bean when i went camping. I didnt want to carry the bear around so i tried jim bean. My first was Red Stag Cherry. Than i tried devils cut when i came home. I have been hooked ever since. I usually mix with coke or dr.pepper.,I love Jim Bean,Burnsy,red,2017-09-20
Jim Beam,5.0,This is the best bourbon under 50 you can buy. One of the smoothest bourbons I've tasted. I typically drink Woodford Reserve or Eagle Rare until I tried this. I buy a bottle every two weeks now.,Best bourbon under 50,Bloom,red,2017-09-20
Jim Beam,5.0,This is Beam at it's best very smooth.,I would definitely buy this quality bourbon again,J.Bass,red,2017-09-20
Jim Beam,5.0,I tried JB Black for the first time tonight. It is so smooth. We made whiskey sours with it and they were awesome. Thanks Jim Beam for this awesome bourbon!!!,Just the best!!,Mech51,red,2017-09-20
Jim Beam,5.0,"I have been enjoying JB Black for the past three years. The has all the flavor os a higher proof, bur 86, I can have another without collapsing. Now it has disappeared from even the most extensive liquor stores in my area. What happened The double oaked is OK, but no match for the black. Where can I find it in Sonoma County, California","Love it, cannot find it anywhere",webby,red,2017-09-20
Jim Beam,5.0,"I bought this in early December and it didn't make it to the new year... This one is Awesome, keep up the great work!",Jim Beam at it's best!,Trainguy1,red,2017-09-20
Jim Beam,5.0,"Absolutely love, love, love it!!",Rich Aromatic,Lorilee,red,2017-09-20
Jim Beam,5.0,No explanation necessary.,What Bourbon Should Be.,Hugh,red,2017-07-30
Bogle Vineyards,4.0,To bad they just raised the price 20. I won't buy it now.,Excellent wine.,HonestBob,red,2017-09-20
Bogle Vineyards,5.0,One of the best on the shelf for under 20.,Beautiful cabernet!,Chris,red,2017-09-20
Cook's California Champagne,5.0,"I purchased this item to make Mimosas and had some left over. The mimosas were delicious. I found the California Champaign tasteless when too cold and just right at a lesser temperature. Of course it is not Dom Perignon but who would make Mimosas with Dom, anyway",Actually Quite Tasty,RgrsG,red,2017-09-20
Pinnacle,5.0,My drink of choice when I really want to enjoy my time alone.,Amazing Drink,Pinnacle King,red,2018-01-10
Pinnacle,5.0,"Pinnacle has been making our Martini's in my family for many years. My late father discovered it years ago when someone said it's on par with that vodka that flys south for the winter, but at a very reasonable price. Try it, bet you'll love it too. Al","""the Best Jerry, The Best""",Hey Al,red,2018-01-09
Pinnacle,5.0,The whipped creme flavored vodka is fabulous. I keep it in the freezer and have a snifter of it when I want something smooth after dinner or as a night cap. Love it!,Pinnacle Whipped Bodka,Dk,red,2017-09-23
Pinnacle,5.0,"I love this vodka, I have been drinking vodka for many years, and this is by far one of the best, and my favorite vodka. I drink it regularly, usually with grape juice, but also with orange juice. We use it to make daiquiris, and many other frozen concoctions.",I Love This Stuff !!!!,Tophat,red,2017-09-02
Sammy's Beach Bar,5.0,Great run to mix up the rocking fun! Get some today and mix away.! You won't be disappointed.,There's only one way to rock!,KWMUSIC,red,2017-09-20
Miller Genuine Draft,5.0,Love it. Great tast!,Love,Sissy,red,2018-01-10
Lolailo,2.0,"If I'm going to buy a Sangria, this is not the one I'd choose. The flavor was not as fruity as others I've had and was not pleasant for my palate.",Not as tasty as other Sangria's,TallGrl11,red,2017-09-20
Lolailo,5.0,We are not big wine drinkers but we love this stuff. It is just sweet enough and not as bitter as regular wine and you can really taste the fruity undertones. The price is nice as well. Recommended.,On of our favorites!,Gillman69,red,2017-09-20
Lolailo,5.0,The is absolutely the best Sangria ever. Hoping Sam's continues to carry it. I buy six bottles each visit.,The Only Sangria For Me,Ktabr,red,2017-09-20
Lolailo,5.0,"I have searched high as low for this sangria and it is by far the best tasting. It is not too sweet, and very smooth. I love it chilled because its perfect for a hot summer's day.",Very Yummy,mdeck11,red,2017-09-20
Lolailo,5.0,"I purchase this every time I go to Sam's. Then is started to disappear! This last time we went, there was a mini case of six...bought them all, scared that something this good might not re-appear. Please reassure us that you will continue to carry it!",Finest Sangria for the price,Lindsey,red,2017-09-20
Lolailo,5.0,No after taste love this wine.,Very Mild wine,Cathezz,red,2017-09-20
Lolailo,5.0,"Have you ever just wanted a wine that gives you that fruity juicy taste without the hard alcohol kick well this is it still gives you that cocktail buzz without that hard taste, love this stuff even my very picky grandmother loves it!!!!",Delicious,BakoBrian,red,2017-09-20
Diseno,5.0,What a delightful surprise. Excellent taste and aroma. Nice after finish.,Great deal,Mikicat,red,2017-09-02
Frontera,1.0,I love Cabernet and Merlot wines. I couldn't even finish a glass of this stuff...and that's saying a lot.,Worse wine I've ever had,SJB17,red,2017-09-20
Frontera,5.0,We have been drinking this wine for 10+ years. It's just a good every day table wine that will not break the bank.,Great every day wine,rls08,red,2017-09-20
Frontera,4.0,"I'm a wine girl from way back. Had a lot of pricey wines, some I liked, some I poured down the drain. Same with cheaper wine.Usually I stay right in the middle to be happiest. However, a close friend recommended this one to me a couple of years ago as a nice, everyday wine, and I have to say that for those purposes, this is one of my favorites.",Love this wine for everyday table wine.,winegirl16,red,2017-09-20
Frontera,1.0,"It's not often that you come across a wine this bad. I've tasted cooking wines that were better. Unfortunately, my wife bought four bottles of this stuff. Tried to return it, but Sam's wouldn't accept it (not that I blame them). I'd pour it down the sink, but it might damage the pipes. Sigh...",Absolutely undrinkable!,Reprob8,red,2017-09-20
